year,month,vendor,categories,item,description,qty,source_type
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,236436,CODIGO 1530 REPOSADO TEQUILA - 750ML,1,Purchase order
2023,December,RM2 CONSULTING INC,WINE,170374,90+ CELLARS LOT 174 ALBARINO 750ML,1,Purchase order
2023,December,BACARDI USA INC,LIQUOR,38954,BACARDI SUP WHITE RUM - 1L,56,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,238809,CALADAN CAB FRANC - 750ML,7,Purchase order
2023,December,NEXTERRA WINE COMPANY,WINE,64017,COOPER'S HAWK BLUEBERRY 750ML,12,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,91030,BUD 18PK CAN - 12OZ,480,Purchase order
2023,December,BACARDI USA INC,LIQUOR,38113,BACARDI SUP WHITE RUM - 50ML,24,Purchase order
2023,December,MHW LTD,WINE,383627,VINACEOUS SNAKE CHARMER SHIRAZ - 750ML,2,Purchase order
2023,December,BARON FRANCOIS LTD,WINE,296910,ALAIN GEOFFROY CHABLIS - 750ML,1,Purchase order
2023,December,PABST BREWING CO,BEER,91693,PABST 2/12 CAN - 12OZ,420,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,107816,HAKUSHIKA GOLD SAKE - 720ML,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,232132,VILARNAU CAVA BRUT - 750ML,5,Purchase order
2023,December,JIM BEAM BRANDS CO,LIQUOR,16365,SAUZA HACIENDA SILVER TEQUILA 1L,14,Purchase order
2023,December,AMAVI VINUM,WINE,240683,BUDUREASCA- PREMIUM ZENOVIUS - 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,122300,YALUMBA Y SERIES SHZ/VIOG - 750ML,3,Purchase order
2023,December,HEINEKEN USA,NON-ALCOHOL,37000,HEINEKEN 0.0 NA 2/12 CAN - 12OZ,286,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,438642,DOPFF & IRION P/BLC - 750ML,8,Purchase order
2023,December,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,38857,EL JIMADOR TEQUILA - RESPOSADO - 750ML,34,Purchase order
2023,December,USA WINE IMPORTS INC,WINE,124028,MARQUIS DE LA TOUR BRUT NV - 750ML,2,Purchase order
2023,December,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,72729,LINDEMANS BIN 40 MER - 1.5L,14,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,322442,CANNONBALL CAB - 750ML,1,Purchase order
2023,December,O'NEILL BEVERAGES CO LLC,WINE,338912,RABBLE RED BLEND - 750ML,1,Purchase order
2023,December,REMY COINTREAU USA,LIQUOR,77318,THE BOTANIST ISLAY DRY GIN - 750ML,28,Purchase order
2023,December,ATLAS BREW WORKS LLC,KEG,18298,ATLAS HALF STREET HEFE 1/2 KEG,8,Purchase order
2023,December,E & J GALLO WINERY,WINE,71806,ANDRE PEACH BELLINI - 750ML,28,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,435538,LICIA ALBARINO - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,349728,FOG & LIGHT MONTEREY PINOT NOIR - 750ML,6,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,166639,SWEETLAND CELLARS WHITE SANGRIA - 750ML,5,Purchase order
2023,December,ROYAL WINE CORP,WINE,162469,KEDEM TOKAY - 750ML,2,Purchase order
2023,December,BERRYWINE PLANTATIONS,WINE,341678,LINGANORE RETRIEVER RED - 750ML,5,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,234908,VALRAVN SON O/V ZINF - 750ML,3,Purchase order
2023,December,E & J GALLO WINERY,WINE,81500,BLACK BOX MALBEC - AGENTINA- - 3L,100,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,37032,RITAS MANG-O-RITA 12/25OZ CAN,407,Purchase order
2023,December,IMPERO WINE DISTRIBUTORS,WINE,60207,COLLEVENTO 921 ROSATO 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,238206,TEXTBOOK NAPA S/BLC - 750ML,14,Purchase order
2023,December,JACKSON FAMILY ENTERPRISES INC,WINE,74810,CAMBRIA KATHERINE'S VYD CHARD - 750ML,56,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,351452,SHINJU WHISKY - 750ML,23,Purchase order
2023,December,SAZERAC CO,LIQUOR,40118,PAUL MASSON BRANDY VS - 1L,5,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,324211,DOM PAUL BUISSE TOURAINE S/BLC - 750ML,7,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,306516,YALUMBA Y SERIES SANG/RSE - 750ML,1,Purchase order
2023,December,BANFI PRODUCTS CORP,WINE,14516,BANFI BELL'AGIO CHIANTI FLASK - 750ML,6,Purchase order
2023,December,PUNTO VINO LLC,WINE,377469,BOIS DE LA CROIX RED BORD - 750ML,1,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,311891,JEAN PIERRE BRUT - 750ML,1,Purchase order
2023,December,SAZERAC CO,LIQUOR,70444,CALYPSO SPICED RUM - 1.75L,60,Purchase order
2023,December,ARTISANS & VINES LLC,WINE,371984,EQUOIA SAUVIGNON BLANC - 750ML,21,Purchase order
2023,December,IMPERO WINE DISTRIBUTORS,WINE,18933,BROCCARDO BAROLO CHINATO 500ML,1,Purchase order
2023,December,GRAPES OF SPAIN INC,WINE,377640,ACENTOR MATURANA RIOJA - 750ML,2,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,70451,SEACRETS GRAPEFRUIT VODKA 750ML,2,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,KEG,14261,3 FLOYDS ZOMBIE DUST 1/2 KEG,2,Purchase order
2023,December,R & H EIGNER LLC,WINE,19164,CLEAR SKIES MOJAVE ROSE 24PK LOOSE CANS,2,Purchase order
2023,December,BOSTON BEER CORPORATION,BEER,48978,TRULY LEMONADE SELTZER VARIETY 12PK 120Z CAN,104,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,17649,BURLINGTON STUDY HALL 6/4 16OZ CAN,1,Purchase order
2023,December,PUNTO VINO LLC,WINE,331879,IL BORRO POLISSENA SANG - 750ML,1,Purchase order
2023,December,JOS VICTORI WINES,WINE,359090,SWEET BITCH MANGO MOSCATO - 750ML,2,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,240556,OPUS ONE 2017,10,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,BEER,166757,S SMITH ORGANIC CIDER 6/4PK CN - 14.9Z,2,Purchase order
2023,December,SIERRA NEVADA BREWING CO,BEER,77767,SIERRA NEVADA BIG LITTLE THING 2/12 CANS,13,Purchase order
2023,December,PWSWN INC,WINE,346760,GALERNA VERDEJO - 750ML,4,Purchase order
2023,December,ISLE BREWERS GUILD LLC,BEER,88158,MONOPOLIO LAGER NEGRA 4/6 - 12OZ BTL,4,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,333375,BOL-LEHNERT RIES PIES/GOLD SPAT - 750ML,1,Purchase order
2023,December,GRAPES OF SPAIN INC,WINE,317489,ARROCAL ZIBERA DEL DUERO - 750ML,14,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,134066,TOMMASI LE ROSSE P/GRIG - 750ML,1,Purchase order
2023,December,BACARDI USA INC,LIQUOR,22012,GREY GOOSE VODKA - 750ML,112,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,238616,ANDELUNA RAICES LIMIT ED MALBEC - 750ML,49,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,60401,MAINE WOODS & WATER 12PK 16.9OZ NR,2,Purchase order
2023,December,AMERICAN BEVERAGE MARKETERS,NON-ALCOHOL,70047,FINEST CALL PINA COLADA - 1L,30,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,378987,CALVET CELEBRATION SPARKLING WINE - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,20397,PIO CESARE BARB D'ALBA - 750ML,1,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,244634,DEWEY PIZZETTA  4/6PK 12OZ CAN,5,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,BEER,96628,TSINGTAO PREMIUM LAGER 4/6 NR,63,Purchase order
2023,December,POST MERIDIEM SPIRIT COMPANY LLC,LIQUOR,297230,POST MERIDIEM ESPRESSO MARTINI 24/100ML,30,Purchase order
2023,December,AREL GROUP WINE & SPIRITS,WINE,242134,CARLETTO RICCO CHERRY MOSCATO - 750ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,243882,DOM DU CH PHILIPPE LE HARDI MERCUREY VV ROUGE - 750ML,1,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,340793,TECHNI ALIPIAS MALAGOUZIA 15 - 750ML,3,Purchase order
2023,December,BROWN-FORMAN BEVERAGES WORLDWIDE,WINE,35750,SONOMA CUTRER RR CHARD 12/CS - 375ML,10,Purchase order
2023,December,FETZER VINEYARDS,WINE,85804,FETZER VALLEY OAK J/RIES - 750ML,1,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,379001,CALVET BORDEAUX SAUVIGNON BLANC - 750ML,4,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,307578,LA VIEILLE FERME RED BIB - 3L,1,Purchase order
2023,December,BACKUP BEVERAGE,BEER,41212,BOON KRIEK MARIAGE PARFAIT 375ML,1,Purchase order
2023,December,E & J GALLO WINERY,LIQUOR,70111,E&J BRANDY XO - 750ML,40,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,236210,PIERRE OLIVIER SPARK ROSE - 750ML,1,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,378836,MEZCAL REY CAMPERO ESPADIN/CUISHE JOVEN (TACO BAMBA) MEZCAL - 750ML,1,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,17651,BURNISH TESSELLATE 6/4 16OZ CAN,1,Purchase order
2023,December,BARON FRANCOIS LTD,WINE,376485,DOM UBY COLOMBARD-SAUV BLANC - 750ML,1,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,399574,HAKUTSURU SAKE - 180ML,2,Purchase order
2023,December,HEAVEN HILL DISTILLERIES INC,LIQUOR,342133,DEEP EDDY PEACH VODKA - 750ML -,13,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,84178,COPPOLA DIAMOND RED BLEND - 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,346023,LE CHARMEL ROSE - 750ML,5,Purchase order
2023,December,JIM BEAM BRANDS CO,LIQUOR,42265,ON THE ROCKS TRES GENERACIONES JALAPENO PINEAPPLE MARGARITA RTD - 375ML,45,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,377286,WHALE ROUTE VYDS CINSAULT ROSE O/V - 750ML,2,Purchase order
2023,December,PWSWN INC,WINE,312261,BERGEVIN LANE LINEN RED - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,NON-ALCOHOL,325406,SUTTER HOME FRE' SPARK - 750ML,6,Purchase order
2023,December,LAIRD AND COMPANY,LIQUOR,70847,LAZZARONI AMARETTO - 750ML,3,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,335330,RUBY RED - 750ML,28,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,331921,PRIMUS CAB - 750ML,1,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,358184,THE ATOM CHARDONNAY- 750ML,1,Purchase order
2023,December,TRADEWINDS SPECIALTY IMPORTS LLC,WINE,237919,CASA JULIA SAUV BLANC - 750ML,3,Purchase order
2023,December,PUNTO VINO LLC,WINE,379379,MCPHERSON SYRAH - 750ML,1,Purchase order
2023,December,ROYAL WINE CORP,WINE,169692,YAMAS XYNISTERI 750ML,1,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,378521,PALA OLTRELUNA MONICA DI SARDEGNA RED - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,73857,SOUVERAIN MERLOT - 750ML,30,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,72656,COUSINO MACUL CAB - 750ML,14,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,317097,LE GRAND COURTAGE BRUT - 750ML,3,Purchase order
2023,December,GRAPES OF SPAIN INC,WINE,235258,LEGADO DE MONCAYO GARNACHA VENDIMIA SEL MONTANA - 750ML,8,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,359500,BOMON SHAMPE ANGEL ROSE MUSCAT - 500ML,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,140465,SANTA BARBARA CHARD - 750ML,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,243842,NICOLAS FEUILLATTE SAKURA RES EXCL ROSE - 750ML,1,Purchase order
2023,December,ANHEUSER BUSCH INC,KEG,51178,DEVILS BACKBONE CAPIT-ALE 1/2 KEG,12,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,238849,VILLA MONTE CHIANTI SUP ORG - 750ML,5,Purchase order
2023,December,PUNTO VINO LLC,WINE,301211,VOLPETTI FRASCATI - 750ML,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,NON-ALCOHOL,63744,LAGUNITAS HOP REFRESHER NA 6/4 NR,3,Purchase order
2023,December,JIM BEAM BRANDS CO,LIQUOR,50628,CRUZAN RUM - LIGHT - 750ML,12,Purchase order
2023,December,KING ESTATE WINERY,WINE,355198,INSCRIPTION WILLIAMETTE VALLEY PINOT NOIR - 750ML,56,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,30538,SEAGRAM'S GIN - EXTRA DRY - 750ML,30,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,48923,MICHELOB ULTRA PRICKLY PEAR LIME INFUSION-NR,56,Purchase order
2023,December,BACKUP BEVERAGE,BEER,14359,ANTIETAM LIL MAC IPA 4/6 CANS,1,Purchase order
2023,December,PWSWN INC,WINE,355294,LOUIS VALLON CREMANT DE BORD BLANC - 750ML,11,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,377684,GREEN RIVER KY STRAIGHT WHEATED BOURB WHISKEY - 750ML,3,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,412384,GAIA 14-18 RSE - 750ML,1,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,238252,OLD SOUL PURE RED - 750ML,2,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,327669,CUV JEAN LOUIS RSE - 750ML,5,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,338400,NOVELTY HILL MER - 750ML,3,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,BEER,22816,MENABREA AMBRATA(AMBER) BEER 4/6 NR - 12OZ,6,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,LIQUOR,166792,COURAGE & CONVICTION AMERICAN S/M - 750ML,3,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,43254,ROWANS CREEK BOURBON - 750ML,14,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,357500,HAN JAN GINGER - 375ML,3,Purchase order
2023,December,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,76573,HERRADURA ULTRA ANEJO - 750ML,19,Purchase order
2023,December,IMPERO WINE DISTRIBUTORS,WINE,13448,SALUS PINOT GRIGIO 750ML,2,Purchase order
2023,December,BACKUP BEVERAGE,BEER,98850,WEIHENSTEPHANER ORIGINAL 4/6 NR,20,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,234996,CHAKANA AYNI MALB - 750ML,1,Purchase order
2023,December,CANTINIERE IMPORTS & DISTRIBUTING INC,WINE,310767,FRECCIAROSSA SILLERY P/NERO BIANCO 15 - 750ML,1,Purchase order
2023,December,FIFTH GENERATION INC,LIQUOR,72777,TITO'S HANDMADE VODKA - 750ML,630,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,340893,PIERRE GAILLARD ST JOSEPH RED 13 - 750ML,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,381276,MIONETTO IL PROSECCO - 750ML,3,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,341564,SEASIDE CELLARS VINHO VERDE ROSE - 750ML,5,Purchase order
2023,December,JOS VICTORI WINES,WINE,346138,TERRE DI POGGIO MONT-ABRZ - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,170081,CHOYA ORIGINAL UME SPARKLING 750ML,2,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,337420,TERRA VEGA MALB KOSHER - 750ML,3,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,166520,DAILYS PINA COLADA - 10 OZ,3,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,65161,PYRAT PLANTERS GOLD XO RES - 750ML,12,Purchase order
2023,December,QUINTESSENTIAL LLC,WINE,80570,SIMONSIG PINOTAGE - 750ML,3,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,377912,PETIT SAUVAGE ROUGE NATUREL/RESISTANT - 750ML,1,Purchase order
2023,December,BACARDI USA INC,WINE,41235,M&R VERM BIANCO - 750ML,4,Purchase order
2023,December,SFB BUCK LLC,BEER,25921,HOFBRAU HEFE WEISS 4/6NR - 11.2OZ,11,Purchase order
2023,December,PWSWN INC,WINE,345936,LOBETIA ROSADO - 750ML,7,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,298043,CHATEAU MAUVINON ST. EMILION GRAND CRU 750ML,1,Purchase order
2023,December,BARON FRANCOIS LTD,WINE,432822,PINARDIERE TRAD MUSCADET - 750ML,5,Purchase order
2023,December,STEFANO INCORPORATED,BEER,89220,JAGODINSKO LAGER - 500ML NR,2,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,64535,BOULEVARD DARK CRATER 6/4 12OZ NR,2,Purchase order
2023,December,RM2 CONSULTING INC,WINE,336062,MIJA RED SANGRIA NV - 750ML,5,Purchase order
2023,December,E & J GALLO WINERY,LIQUOR,76297,NEW AMSTERDAM VODKA - 200ML,28,Purchase order
2023,December,CONSTANTINE WINES INC,WINE,168174,DIEVOLE LE DUE ARBIE ROSATO IGT 750ML,1,Purchase order
2023,December,ROYAL WINE CORP,WINE,377333,KEDEM MALAGA - 1.5L,1,Purchase order
2023,December,CAMPARI AMERICA LLC,WINE,79731,CINZANO DRY VERMOUTH - 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,352888,FAISAO VINHO VERDE ROSE - 750ML,7,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,365303,ABSOLUT VODKA - PEARS - 750ML,22,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,90190,MICHELOB ULTRA 18PK CAN - 12OZ,720,Purchase order
2023,December,ARTISANS & VINES LLC,WINE,341788,KOSTER WOLF MULR THUR - 1L,2,Purchase order
2023,December,FETZER VINEYARDS,WINE,70025,CYT CASILLERO DEL DIABLO MER - 750ML,140,Purchase order
2023,December,BACARDI USA INC,LIQUOR,243464,GREY GOOSE ESSENCES STRAWBERRY AND LEMONGRASS VODKA - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,45878,ALLEGRINI PALAZZO DEL TORRE - 750ML,12,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,LIQUOR,326315,KOVAL FOUR GRAIN S/B WHISKEY - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,354556,FOG & LIGHT MONTEREY CABERNET RS - 750ML,1,Purchase order
2023,December,PWSWN INC,WINE,351774,RUBEN & FLORA RED BLEND - 750ML,10,Purchase order
2023,December,THE WINE GROUP,WINE,75175,BERINGER FOUNDERS EST MER - 750ML,14,Purchase order
2023,December,TROEGS BREWING COMPANY,BEER,19142,TROEGS LOLLIHOP 6/4 CANS,3,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,235807,CHATEAU LES MAUBERTS BORDEAUX - 750ML,2,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,88511,SIXTH SENSE SYR - 750ML,2,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,241722,RABBIT HOLE BOXERGRAIL STRAIGHT RYE WHISKEY - 750ML,1,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,312223,LES JAMELLES P/NOIR - 750ML,2,Purchase order
2023,December,ANHEUSER BUSCH INC,LIQUOR,15489,DEVILS BACKBONE GRAPEFRUIT SMASH 6/4 CANS,63,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,378026,CHAKANA EST CAB FRANC - 750ML,5,Purchase order
2023,December,SFB BUCK LLC,BEER,77736,YUENGLING FLIGHT 15/24OZ CANS,15,Purchase order
2023,December,AREL GROUP WINE & SPIRITS,WINE,73377,CANDONI P/NOIR - 750ML,1,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,377211,LION & DOVE ROSE MOSCATO KOS - 750ML,3,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,309089,ZACCAGNINI P/GRIG              25771 - 750ML,27,Purchase order
2023,December,E & J GALLO WINERY,WINE,81617,DARK HORSE CAL P/GRIG CAN - 375ML,40,Purchase order
2023,December,PATERNO IMPORTS LTD,WINE,82479,FEDERALIST HONEST RED BLEND - 750ML,4,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,47664,ROTHMAN & WINTER VIOLETTE CREAM - 750ML,3,Purchase order
2023,December,DC BRAU BREWING LLC,KEG,29365,DC BRAU PILS - 1/2K,1,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,KEG,22346,AYINGER CELEBRATOR DUPPLE 30L 1/4K,3,Purchase order
