year,month,vendor,categories,item,description,qty,source_type
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,351808,RAVEL & STITCH CABERNET SAUVIGNON - 750ML,10,Purchase order
2023,December,LUNEAU USA INC,WINE,244247,TRAMBUSTI CAVALLERESCO TOSCANA 750ML,4,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,392545,BODEGAS PASO A PASO VERDEJO - 750ML,1,Purchase order
2023,December,WILLIAM GRANT AND SONS INC,LIQUOR,75878,BALVENIE 14YR OLD CARRIBBEAN CASK - 750ML,56,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,236224,OLE SMOKY MOONSHINE BLACKBERRY - 50ML,2,Purchase order
2023,December,CAMPARI AMERICA LLC,LIQUOR,43912,CYNAR - 1L,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,191248,YALUMBA Y SERIES CAB - 750ML,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,29876,LAGUNITAS IPA 2/12 NR,4,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,170704,CAPARZO SANGIOVESE - 750ML,14,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,63357,LAGUNITAS IPA 12/19.2OZ CANS,21,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,368568,COPPOLA DIAMOND OREGON P/NOIR - 750ML,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,358692,BORSAO CABRIOLA RED - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,88498,LOUIS MARTINI SONOMA CAB - 750ML,56,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,236164,CH ST CYRGUES COSTIERES DE NIMES ROSE - 750ML,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,18047,FLYING EMBERS TROPICAL VARIETY 4/6 CANS,10,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,367132,ARGYLE BRUT RSE - 750ML,2,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,325522,MELINI CHN TERRAROSSA ISASSI - 750ML,1,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,307392,LA CALIERA MOSCATO D'ASTI - 750ML,2,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,10898,PICCINI CHIANTI - 1.5L,16,Purchase order
2023,December,BACKUP BEVERAGE,BEER,14080,WEIHENSTEPHANER HEFE 6/4 16.9OZ CANS,1,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,243511,RIZZI BARBARESCO - 750ML,1,Purchase order
2023,December,FX MATT BREWING CO,KEG,25581,FLYING DOG THE TRUTH 1/2K,8,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,302626,YALUMBA Y SERIES SHZ - 750ML,4,Purchase order
2023,December,E & J GALLO WINERY,WINE,245051,SAINT CLAIR DILLION POINT S/BLC - 750ML,3,Purchase order
2023,December,BOSTON BEER CORPORATION,KEG,25444,ANGRY ORCHARD CRISP APPLE 1/2K,32,Purchase order
2023,December,E & J GALLO WINERY,WINE,83759,BAREFOOT BUBBLY MOSCATO SPUMANTE - 750ML,44,Purchase order
2023,December,SUGARLOAF MOUNTAIN SUNLIGHT VINEYARD LLC,WINE,24083,SUGARLOAF MTN VYDS UNOAKED CHARDONNAY 750ML,1,Purchase order
2023,December,HEAVEN HILL DISTILLERIES INC,LIQUOR,12785,EVAN  WILLIAMS BLACK SOUR MASH 7YR - 1L,44,Purchase order
2023,December,LUXCO SPIRITED BRANDS,LIQUOR,70152,JUAREZ GOLD LABEL TEQUILA - 1L,33,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,192295,WHITEHALL LANE S/BLC - 750ML,2,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,BEER,51041,SMIRNOFF SOURCED STRAWBERRY 4/6PK NR 11.2OZ,144,Purchase order
2023,December,COMETE WINES LLC,WINE,170353,CASTEL PUJOL FOLKLORE TINTO 750ML,4,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,63886,MOUTON CADET RED - 1.5L,16,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,45327,TWENTY BENCH CAB - 750ML,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,239092,OLD ELK BLENDED STRAIGHT BOURB WHISKEY - 750ML,23,Purchase order
2023,December,MILLER BREWING COMPANY,BEER,80045,STEEL RESERVE BLUE RAZ 12/24OZ CAN,196,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,310070,CONDOR PEAK MAL - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,82066,CLOS DU BOIS S/BLC - 750ML,30,Purchase order
2023,December,MILLER BREWING COMPANY,BEER,77830,SIMPLY SPIKED VP 2/12 PK CAN,110,Purchase order
2023,December,JIM BEAM BRANDS CO,LIQUOR,30350,CRUZAN RUM - MANGO - 750ML,7,Purchase order
2023,December,BACKUP BEVERAGE,BEER,97024,GLUTENBERG PALE ALE 6/4 16OZ CANS,2,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,409677,DRY CREEK S/BLC - 750ML,6,Purchase order
2023,December,E & J GALLO WINERY,WINE,43203,ROMBAUER CAL ZIN - 750ML,4,Purchase order
2023,December,SAZERAC CO,LIQUOR,251018,MARGARITAVILLE SILVER TEQUILA - 50ML,120,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,72158,KRIS P/NOIR - 750ML,1,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,237218,TOLAINI VALDISANTI RED - 750ML,9,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,244935,SOUTHERN TIER 2X JUICE JOLT 12/19.2OZ CANS,3,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,BEER,166559,SAPPORO 2/12 12OZ CANS,200,Purchase order
2023,December,ANXO LOGISTICS LLC,BEER,63181,ANXO HAPPY TREES 6/4 CANS,3,Purchase order
2023,December,ANHEUSER BUSCH INC,KEG,26242,DEVILS BACKBONE VIENNA LAGER 1/2K,28,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,356910,MATTHEWS BLACKBOARD RED - 750ML,3,Purchase order
2023,December,GAMBRINUS,BEER,8257,SHINER BOCK 4/6 LN - 12OZ,180,Purchase order
2023,December,GRAPES OF SPAIN INC,WINE,317505,PRIMA TORO RED - 1.5L,2,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,88625,21 SEEDS GRAPEFRUIT HIBISCUS TEQ -750ML,3,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,333596,COCCHI VERM DI TORINO - 750ML,1,Purchase order
2023,December,THE WINE GROUP,WINE,85197,FRANZIA SUMMIT CHILL RED BIB - 5L,88,Purchase order
2023,December,DUCKHORN WINE COMPANY,WINE,378988,POSTMARK PASO ROBLES CAB SAUV - 750ML,2,Purchase order
2023,December,CONSTELLATION BRANDS,LIQUOR,70760,SVEDKA VODKA - STRAWBERRY LEMONADE - 750ML,14,Purchase order
2023,December,BERRYWINE PLANTATIONS,WINE,51608,LINGANORE MOUNTAIN WHITE - 750ML,15,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,64552,BLUEJACKET WALLFLOWER 6/4 16OZ CANS,1,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,89931,BOORDY ICON CHARD - 750ML,3,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,238498,S DE SIRAN MARGAUX RED BORD - 750ML,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,40532,OYSTER BAY P/NOIR - 750ML,14,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,358878,CADE S/BLC - 750ML,10,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,377762,ARCADE GARNACHA ROSE O/V (SALT LINE) - 750ML,3,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,BEER,23851,GUINNESS FOREIGN EXTRA STOUT 6/4 NR - 11.2OZ,420,Purchase order
2023,December,FREIXENET MIONETTO USA INC,WINE,236740,FREIXENET PROSECCO EX DRY - 750ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,337409,CANTINA DEL NEBB BARBSCO - 750ML,1,Purchase order
2023,December,RM2 CONSULTING INC,WINE,341397,90+ CELLARS LOT 23 OLD VNS MALB - 750ML,7,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,LIQUOR,346379,PLANTATION OFTD OVERPROOF RUM - 1L,4,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,79380,ILEGAL JOVEN MEZCAL - 750ML,77,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,26145,BUD 18PK 16OZ CAN - 16OZ,1140,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,17652,FIRST STATE LAYER 1 GALAXY 6/4 16OZ CANS,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,348157,BELLAFINA PINK MOSCATO ROSE - 750ML,1,Purchase order
2023,December,MICHAEL R DOWNEY SELECTIONS INC,WINE,329950,CAMILLE BRAUN CREMANT D'ALSACE ROSE BRUT - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,356751,SCOTT FAMILY CHARD - 750ML,1,Purchase order
2023,December,PWSWN INC,WINE,166564,TRUE COLOURS CAVA BRUT - 750ML,3,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,373024,CAMPO DI FIORI PINOT GRIGIO - 750ML,5,Purchase order
2023,December,DEUTSCH FAMILY WINE & SPIRITS,WINE,74713,YELLOW TAIL CHARD - 750ML,120,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,237260,TOLAINI AL PASSO RED - 750ML,35,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,KEG,244492,DUVEL 6.66 1/2 KEG,1,Purchase order
2023,December,BERRYWINE PLANTATIONS,WINE,146013,LINGANORE BLACK RAVEN - 750ML,7,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,335925,LAUVERJAT SAN ROUGE - 750ML,2,Purchase order
2023,December,RM2 CONSULTING INC,LIQUOR,373180,TEQUILA ZARPADO BLANCO - 750ML,3,Purchase order
2023,December,MICHAEL R DOWNEY SELECTIONS INC,WINE,45282,DI LENARDO FATHERS EYE CHARD - 750ML,4,Purchase order
2023,December,SAN ANTONIO WINERY INC,WINE,355780,STELLA ROSA ROSE GRAPEFRUIT - 750ML,6,Purchase order
2023,December,MILLER BREWING COMPANY,BEER,92886,COORS LT 2/12 LNNR - 12OZ,616,Purchase order
2023,December,PWSWN INC,WINE,169884,KAKHETI CO KINDZMARAULI SEMI SWEET RED 750ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,356930,VILLA CORTI CHIANTI - 750ML,3,Purchase order
2023,December,E & J GALLO WINERY,WINE,89311,MIRASSOU P/NOIR - 750ML,60,Purchase order
2023,December,SAGAMORE WHISKEY LLC,LIQUOR,366292,SAGAMORE SPIRIT BOTTLED IN BOND - 750ML,26,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,71534,DON JULIO TEQUILA - BLANCO - 1.75L,20,Purchase order
2023,December,BOGLE VINEYARDS INC,WINE,147222,BOGLE PET/SYR - 750ML,70,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,337405,CAMINA TEMP - 750ML,2,Purchase order
2023,December,CONSTANTINE WINES INC,WINE,368924,ALBINO ROCCA LANGHE NEBBIOLO ROSSO - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,297016,BLACKBOX BUTTERY CHARD - 500ML,4,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,43787,TOZAI LIVING JEWEL - 720ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,307653,MIRONE OV GREN - 750ML,1,Purchase order
2023,December,BACARDI USA INC,LIQUOR,38490,BACARDI RUM - LIMON - 1.75L,30,Purchase order
2023,December,PUNTO VINO LLC,WINE,364231,COLSANTO SAGRANTNO DI MONTEFALCO - 750ML,4,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,235140,MARGARETTS VYD CAB - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,232674,MT VEEDER MT BRAVE MER - 750ML,18,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,170367,CH TESSENDEY FRANSAC ROUGE 750ML,2,Purchase order
2023,December,E & J GALLO WINERY,WINE,88430,BAREFOOT CEL WATERMELON FRUITSCATO - 750ML,17,Purchase order
2023,December,THE WINE GROUP,WINE,309410,DREAMING TREE CAB - 750ML,70,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,16825,SOUTHERN TIER 2X HAZE 4/6 CANS,6,Purchase order
2023,December,KOBRAND CORPORATION,WINE,52680,FOLEY ESTATES P/NOIR - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,49993,CANYON ROAD CAL MER - 1.5L,2,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,169844,RANCHO LA GLORIA ESPRESSO MARTINI 750ML,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,186384,ZENATO P/GRIG - 750ML,7,Purchase order
2023,December,RVWC LLC,WINE,241412,LOS MONTEROS CAVA BRUT - 750ML,13,Purchase order
2023,December,SAZERAC CO,LIQUOR,359430,FIREBALL CINNAMON WHISKY CARRIER - 6/50ML,224,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,298411,FROST LUSH 6/4 16OZ CAN,10,Purchase order
2023,December,DOPS INC,BEER,12359,21ST AMENDMENT BLOOD ORANGE - 12.OZ 4/6 CAN,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,169753,JADE SPARKLING MOSCATO 750ML,3,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,368712,LE PETIT MALBEC ORGANIC CAN - 250ML,1,Purchase order
2023,December,MHW LTD,WINE,411337,CONTI BERETTA P/GRIG - 750ML,14,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,72990,NEDERBURG PAARL CAB - 750ML,4,Purchase order
2023,December,SAZERAC CO,LIQUOR,241642,MONTE ALBAN SILVER - 1L,88,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,168225,SUTTER HOME STRAWBERRY LEMONADE 187ML,1,Purchase order
2023,December,JACK POUST & COMPANY INC,WINE,68284,HARTLEY & GIBSON OLOROSO - 750ML,10,Purchase order
2023,December,SAWM IMPORTS LLC,WINE,167731,ENCUBIERTO RED 750ML,2,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,245942,CLINE ANCIENT VINES RED BLEND - 750ML,1,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,348632,BOSINAKIS ANASTASIA MOSCHOFILERO - 750ML,2,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,BEER,90093,SMIRNOFF TWISTED GREEN APPLE 4/6NR - 12OZ,360,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,328843,LALUCA PROSECCO - 750ML,21,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,15072,OSKAR BLUES DALES PALE ALE 1/15PK CANS,48,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,313497,SANTERO PINEAPPLE MOSCATO - 750ML,1,Purchase order
2023,December,DEUTSCH FAMILY WINE & SPIRITS,WINE,242127,JOSH CELLARS PINOT GRIGIO - 750ML,84,Purchase order
2023,December,MILLER FAMILY WINE COMPANY LLC,WINE,52123,FALLS STREET CAB - 750ML,14,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,232842,LEXICON CHARD - 750ML,1,Purchase order
2023,December,VIGNOBLES LVDH USA INC,WINE,188638,CASTLE ROCK MER - 750ML,1,Purchase order
2023,December,TREASURY WINE ESTATES AMERICAS COMPANY,WINE,71358,CAVALIERE D'ORO GABBIANO CHIANTI - 750ML,14,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,68453,LAGUNITAS IPA 2/12 CANS,10,Purchase order
2023,December,HEINEKEN USA,BEER,95770,HEINEKEN 6/4 16OZ CAN - 16OZ,360,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,385697,BABUNI NALEWICA RASBERRY - 750ML,3,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,109525,BOUDIN CHAB - 750ML,1,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,313089,DFJ VINHOS PAXIS RED - 750ML,14,Purchase order
2023,December,SAZERAC CO,LIQUOR,251008,WHEATLEY VODKA - 50ML,56,Purchase order
2023,December,MICHAEL R DOWNEY SELECTIONS INC,WINE,243174,DAL MASO MONTE BELVEDERE CAB - 750ML,3,Purchase order
2023,December,E & J GALLO WINERY,WINE,82256,CARLO ROSSI SWEET RED - 4L,48,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,316408,CASTELLO DI NEIVE BARB - 750ML,1,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,336319,MAN VINTNERS PINOTAGE - 750ML,1,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,341571,CH MIRAVAL RSE - 750ML,14,Purchase order
2023,December,SFB BUCK LLC,KEG,379085,SLOOP DOUBLE FRESH PRESSED JUICE BOMB 1/6 KEG,2,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,302663,BOORDY LANDMARK P/GRIG - 750ML,2,Purchase order
2023,December,RM2 CONSULTING INC,NON-ALCOHOL,170172,DELURE NV ZERO SPARKLING ROSE NON-ALC 750ML,1,Purchase order
2023,December,LUNEAU USA INC,WINE,63218,VERY GRAPEFRUIT ROSE 750ML,12,Purchase order
2023,December,MOET HENNESSY USA,WINE,244207,VEUVE CLICQUOT ROSE FRIDGE PACK - 750ML,4,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,169962,TAKARA MIRIN COOKING SAKE 700ML,6,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,232078,CINTA MONT-ABRZ - 750ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,337712,LA CACCIATORA LAMB DELL'EMILIA - 750ML,1,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,370070,KIONA RIES - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,348080,LIBERTY SCHOOL CLASSIC CABERNET 750 ML,6,Purchase order
2023,December,BRONCO WINE COMPANY,WINE,308310,GARNET MONTEREY P/NOIR - 750ML,1,Purchase order
2023,December,MARK ANTHONY BRANDS INC,BEER,1880,MIKES LEMONADE 4/6 NR - 11.2OZ,72,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,346933,BESO DEL SOL SANGRIA - 500ML,5,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,244655,ARROW BLUE CURACAO 1L,2,Purchase order
2023,December,AMERICAN BEVERAGE MARKETERS,NON-ALCOHOL,70924,MASTER OF MIXES COCKTAIL ESS LIME JUICE - 375ML,110,Purchase order
2023,December,CONSTANTINE WINES INC,WINE,309474,OTWC P/NOIR - 750ML,35,Purchase order
2023,December,HEAVEN HILL DISTILLERIES INC,LIQUOR,345472,DEEP EDDY ORANGE VODKA - 750ML,13,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,22420,SCHRAMSBERG CHAMP BDB - 750ML,10,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,42807,FOUR VINES NAKED CHARD - 750ML,1,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,49247,DON JULIO TEQUILA - REPOSADO - 750ML,364,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,89401,KILKERRAN 16YR CAMPBELTOWN S/M SCOTCH WHISKY - 750ML,1,Purchase order
2023,December,SHENANDOAH HARD CIDER LLC,KEG,100036,522 BLACKCURRANT - 1/6K,4,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,71773,CASA LAPOSTOLLE MER - 750ML,1,Purchase order
2023,December,SFB BUCK LLC,BEER,60991,STONE ARROGANT BASTARD 12/19.2OZ CANS,7,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,38903,CAPTAIN MORGAN SPICED RUM - 375ML,42,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,241483,CASTILLO DE ARESAN TORO TEMPRANILLO - 750ML,3,Purchase order
2023,December,MHW LTD,LIQUOR,88169,COMISARIO TEQUILA - ANEJO - 750ML,9,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,87957,ST MICHAELS GOLLY WOBBLER BLK 338709 - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,170368,CH LA HAUTE CLAYMORE ST EMILION RED 750ML,5,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,356276,FLYBIRD WATERMELON CUCUMBER AGAVE WINE - 750ML,7,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,306787,TARIMA HILL MONASTRELL- 750ML,2,Purchase order
2023,December,BARON FRANCOIS LTD,WINE,166906,DOMAINE PIRON COTEAUX BOURGUIGNONS - 750ML,1,Purchase order
2023,December,BARON FRANCOIS LTD,WINE,246075,ALECTUM RIAS BAXIAS ALBARINO - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,88446,APOTHIC CAL MERLOT - 750ML,29,Purchase order
2023,December,ALLAGASH BREWING COMPANY,BEER,10112,ALLAGASH WHITE 4/6 NR,70,Purchase order
2023,December,WESTERN SPIRITS BEVERAGE COMPANY LLC,LIQUOR,79401,BIRD DOG BLACKBERRY WHISKEY - 750ML,2,Purchase order
2023,December,SAZERAC CO,LIQUOR,89608,MCAFEE BROS BENCHMARK TOP FLOOR KY STRAIGHT BOURB WHISKEY - 750ML,75,Purchase order
2023,December,WAREDACA BREWING COMPANY LLC,BEER,19197,WAREDACA SHILOH BELGIAN BLONDE 6/4 16OZ CANS,18,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,297133,PAUL HOBBS R/R CHARD - 750ML,2,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,348544,MOILLARD BOURGOGNE HAUTES COTES DE NUITS P/NOIR - 750ML,4,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,232580,VILLA JOLANDA MOSCATO PASSION FRUIT - 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,313242,DOM VINCENT CAREME VOUV SPRING - 750ML,4,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,378758,DUMENIL CHAMP BY JANY PORET PREM CRU BRUT - 750ML,3,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,348418,CH LARROQUE BORDEAUX SUPERIEUR RGE - 750ML,21,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,349756,CHOP SHOP CABERNET SAUVIGNON - 750ML,1,Purchase order
2023,December,BARON FRANCOIS LTD,WINE,296997,CH BARRAIL DE BRISSON ST EMILION GRAND CRU - 750ML,2,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,KEG,8974,BROOKLYN LAGER 1/2K,2,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,167580,ESTE VINHO VERDE ROSE 250ML CAN,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,NON-ALCOHOL,168260,OWEN'S SPARKLING CRANBERRY 6/4PK 240ML,3,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,378628,ALPHONSE MELLOT EDMOND SANCERRE BLANC - 750ML,3,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,297843,KERMIT LYNCH COTES DU RHONE 750ML,1,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,LIQUOR,298071,BALLOTIN CHOCOLATE MINT WHISKEY - 750ML,2,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,167975,HAN JAN ORIGINAL 750ML,18,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,328755,THE SEEKER RED BLEND - 750ML,16,Purchase order
2023,December,INTERBALT PRODUCTS CORP,BEER,26636,TIMISOREANA BEER NR 20/CS - 16.9OZ,6,Purchase order
2023,December,SFB BUCK LLC,BEER,19094,YUENGLING LAGER 2/12 16OZ CANS,4,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,170382,CARPANO BIANCO VERMOUTH 750ML,1,Purchase order
2023,December,DOPS INC,BEER,2577,ABITA AMBER 4/6 NR - 12OZ,8,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,329981,COLLEGIATA P/GRIG - 750ML,5,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,354400,TERRA D'ORO CHENIN BL/VIOGNIER - 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,32883,YALUMBA Y SERIES VIOG - 750ML,7,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,312376,CASAL GARCIA VINHO TINTO - 750ML,2,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,66548,BUD LIGHT NEXT 2/12 CAN,63,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,24945,GROTH SAUV BLC - 750ML,1,Purchase order
2023,December,CONSTANTINE WINES INC,WINE,351480,TRUTH DARK & JAMMY CABERNET SAUV - 750ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,82037,CK MONDAVI CHARD - 750ML,2,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,BEER,359642,PAULANER GRAPEFRUIT RADLER - 16.9OZ CAN,4,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,314079,DREAMFISH CAB - 750ML,1,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,359150,CH NEKRESI CAPRICE SEMI SWEET RED - 750ML,1,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,309079,CH LA MOTHE DU BARRY ROUGE - 750ML,14,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,236326,CODIGO 1530 ROSA TEQUILA - 750ML,7,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,427839,RASCAL P/NOIR - 750ML,6,Purchase order
2023,December,MICHAEL R DOWNEY SELECTIONS INC,WINE,378483,DOM GILLE BOURG COTE D'OR P/NOIR LES CAIOTTES - 750ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,348113,IMAGERY PINOT NOIR 750 ML,4,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,240930,EGO BODEGAS GORU GOLD RED - 750ML,14,Purchase order
