year,month,vendor,categories,item,description,qty,source_type
2023,December,SURVILLE ENTERPRISES CORP,WINE,246039,B&G BISTRO CHARDONNAY - 750ML,1,Purchase order
2023,December,MHW LTD,LIQUOR,88167,COMISARIO TEQUILA - BLANCO - 750ML,9,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,336015,PRODIGO NERO D AVOLA - 750ML,1,Purchase order
2023,December,ROYAL WINE CORP,WINE,358830,S'FORNO SAUVIGNON BLANC - 750ML,2,Purchase order
2023,December,WIDE ROOTS LLC,WINE,243772,MODERO 8 GOCCE ROSSO - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,75396,ARBOR MIST BLACKBERRY MER - 1.5L,32,Purchase order
2023,December,BACKUP BEVERAGE,BEER,17354,ST BERNARDUS ABT 12 750ML,5,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,17633,EQUILIBRIUM MOSAIC FUNCTION 6/4 16OZ CAN,1,Purchase order
2023,December,SALVETO IMPORTS LLC,WINE,377914,CONTE EMO CAPODILISTA PROSECCO BRUT - 750ML,1,Purchase order
2023,December,PROXIMO SPIRITS INC,NON-ALCOHOL,98140,JOSE CUERVO LIME MARGARITA MIX - 1.75L,24,Purchase order
2023,December,MOET HENNESSY USA,WINE,45259,CHANDON CAL  BRUT ROSE - 187ML,3,Purchase order
2023,December,HEAVEN HILL DISTILLERIES INC,LIQUOR,74041,LARCENY KY STRAIGHT BOURBON WHISKEY- 1.75L,75,Purchase order
2023,December,HEAVEN HILL DISTILLERIES INC,LIQUOR,40169,CHRISTIAN BROTHERS BRANDY - 1L,10,Purchase order
2023,December,STE MICHELLE WINE ESTATES,WINE,340447,14 HANDS STAMPEDE RED BLEND - 750ML,10,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,333243,KLINKER BRICK ROSE - 750ML,1,Purchase order
2023,December,TAPWINESDOTCOM INC,WINE,246126,TAPWINES.COM CABARET - 20L KEG,2,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,358188,O'MARAS COUNTRY IRISH CREAM VAP W/GLASS - 750ML,1,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,36048,ABSOLUT VODKA - 80 PROOF - 1.75L,52,Purchase order
2023,December,RVWC LLC,WINE,349424,LEGADO DE CONDE - 750ML,1,Purchase order
2023,December,CONSTELLATION BRANDS,WINE,81679,KIM CRAWFORD ROSE 750ML,42,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,378557,NEIL ELLIS THE LEFT BANK RED - 750ML,1,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,325381,DEL MAGUEY VIDA MEZCAL - 750ML,42,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,45853,GRUET BRUT - 750ML,70,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,28681,CROWN ROYAL - 750ML,56,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,183628,PLANETA LA SEGRETA BIANCO - 750ML,1,Purchase order
2023,December,SHENANDOAH HARD CIDER LLC,BEER,246009,WINCHESTER CIDER VARIETRY PACK 16OZ 6/4PK CAN,3,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,325357,DELAS CDR RED - 750ML,2,Purchase order
2023,December,CROWN IMPORTS,BEER,97403,CORONITA 4/6 7OZ-NR - 7OZ,360,Purchase order
2023,December,BANFI PRODUCTS CORP,WINE,80370,NATURA CENTRAL VLY CAB - 750ML,2,Purchase order
2023,December,LUNEAU USA INC,WINE,371068,VILLA JAIME P/GRIG - 1.5L,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,373168,FAMILIA ZUCCARDI SERRE A MAL - 750ML,14,Purchase order
2023,December,ROYAL WINE CORP,WINE,326473,OR HAGANUZ AMUKA CAB - 750ML,1,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,311353,DOM JEAN BOUSQUET CAB - 750ML,6,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,243870,VIGNERONS GREVIERE MADIRAN MARIE MARIA RED - 750ML,3,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,NON-ALCOHOL,167602,REAL APPLE INFUSED SYRUP 500ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,377535,SONOROSO SWEET WH BIANCO DOLCE - 750ML,8,Purchase order
2023,December,GRAPES OF SPAIN INC,WINE,309207,FINCA LA MATA - 750ML,14,Purchase order
2023,December,BARON FRANCOIS LTD,WINE,372218,ANTONIN RODET MACON VIL - 750ML,1,Purchase order
2023,December,SFB BUCK LLC,BEER,32411,SESH MOJITO 4/6 12OZ CANS,1,Purchase order
2023,December,NEXTERRA WINE COMPANY,WINE,64075,COOPER'S HAWK PASSION FRUIT 750ML,21,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,238850,MAISON NOIR KNOCK ON WOOD CHARD - 750ML,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,13392,BURLEY OAK ABORIGINAL GANGSTER 6/4 16OZ CANS,1,Purchase order
2023,December,JIM BEAM BRANDS CO,LIQUOR,19018,ON THE ROCKS BASIL HAYDEN MANHATTAN RTD 375ML,15,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,16122,BLUEJACKET SELF PORTRAIT 6/4 16OZ CANS,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,88887,MIONETTO ORGANIC PROSECCO - 750ML,4,Purchase order
2023,December,NEXTERRA WINE COMPANY,WINE,64027,COOPER'S HAWK LUX CHARDONNAY 750ML,23,Purchase order
2023,December,E & J GALLO WINERY,WINE,19860,TURNING LEAF MER - 1.5L,20,Purchase order
2023,December,VINTAGE WINE ESTATES INC,WINE,80058,MIDDLE SISTER DRAMA QUEEN P/GRIG - 750ML,3,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,348282,14 HANDS RUN WILD RED BLEND - 750ML,2,Purchase order
2023,December,E & J GALLO WINERY,WINE,242107,J VINEYARDS MULTI AVA CHARD - 750ML,2,Purchase order
2023,December,THE WINE GROUP,WINE,424730,CUPCAKE MALBEC - 750ML,5,Purchase order
2023,December,LABATT USA OPERATING CO LLC,BEER,22342,SEAGRAM JAMAICAN ME HAPPY 6/4 NR - 355ML,72,Purchase order
2023,December,SAZERAC CO,LIQUOR,89245,1792 SMALL BATCH - 375ML,20,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,14596,UNTITLED ART FLORIDA SELTZER ORANGE YUZU 4/6 CAN,1,Purchase order
2023,December,SUTTER HOME WINERY INC,WINE,84263,SUTTER HOME CHARD - 750ML,98,Purchase order
2023,December,SAZERAC CO,LIQUOR,251006,WHEATLEY VODKA - 375ML,4,Purchase order
2023,December,E & J GALLO WINERY,WINE,68691,BELLA SERA P/GRIG - 750ML,51,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,243148,MCBRIDE SISTERS BLACK GIRL MAGIC ROSE - 750ML,7,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,16827,SOUTHERN TIER 2X FACTOR 2/12 CANS,1,Purchase order
2023,December,TROEGS BREWING COMPANY,BEER,17029,TROEGS DREAMWEAVER WHEAT 4/6 CANS,7,Purchase order
2023,December,THE WINE GROUP,WINE,12139,AVA GRACE RED BLEND - 750ML,1,Purchase order
2023,December,BOSTON BEER CORPORATION,BEER,14262,ANGRY ORCHARD PEACH MANGO FRUIT CIDER 4/6 CANS,44,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,360100,STELLA ROSA TROPICAL MANGO CAN - 250ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,341395,SEAN MINOR SONOMA COAST P/NOIR - 750ML,4,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,378858,JACQUES LORENT 09 CHAMP BRUT - 750ML,2,Purchase order
2023,December,SFB BUCK LLC,KEG,16775,YARDS WASHINGTON PORTER 1/2 KEG,1,Purchase order
2023,December,LUXCO SPIRITED BRANDS,LIQUOR,169734,PENELOPE TOASTED RYE BARREL FINISH 750ML,1,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,416509,TETRAMYTHOS RODITIS - 750ML,1,Purchase order
2023,December,DUCKHORN WINE COMPANY,WINE,41669,DECOY NAPA VLY RED BLEND - 750ML,42,Purchase order
2023,December,E M D SALES INC,BEER,242184,MEDALLA LIGHT 24/12OZ NR,36,Purchase order
2023,December,CROWN IMPORTS,NON-ALCOHOL,30960,CORONA NON-ALC  4/6 NR,135,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,430927,LUCKY STAR P/NOIR - 750ML,2,Purchase order
2023,December,BARON FRANCOIS LTD,WINE,185361,CH PEYROS MADIRAN VIELLES VIGNES - 750ML,1,Purchase order
2023,December,ARTISANS & VINES LLC,WINE,167850,INDEPENDENT BUBBLES 750ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,383430,HOUSE WINE CAB - 750ML,6,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,42737,OLE SMOKY MOONSHINE HUNCH PUNCH LIGHTIN - 750ML,7,Purchase order
2023,December,DOPS INC,BEER,98205,CHIMAY GRAND RES BLUE CAP NR - 25.4OZ,5,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,315051,LA RIOJA ALTA GRAN RES 904 - 750ML,1,Purchase order
2023,December,TRADEWINDS SPECIALTY IMPORTS LLC,BEER,41957,BROOKLYN CIDER HOUSE HALF SOUR HARD CIDER - 12OZ 6/4 CANS,7,Purchase order
2023,December,HEINEKEN USA,BEER,96083,HEINEKEN 4/6 NR - 12OZ,3276,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,424781,CLOS AMADOR CAVA BRUT NATURE - 750ML,2,Purchase order
2023,December,LONE OAK BREWING COMPANY LLC,BEER,19123,LONE OAK GENERAL SHERMAN 6/4 16OZ CANS,4,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,311473,MIONETTO PRESTIGE COLL 1887 ROSE EX DRY - 187ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,166501,RANCHO LA GLORIA RTD STRAWBERRY WINE COCKTAIL  - 750ML,28,Purchase order
2023,December,INTERBALT PRODUCTS CORP,BEER,368228,"BERLINER PILSNER CAN - 16,09OZ",1,Purchase order
2023,December,ARTISANS & VINES LLC,WINE,168128,LINARIA TEMPRANILLO GARNACHA 750ML,12,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,333332,FLAVIUM SEL MENCIA - 750ML,2,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,57460,FROGS LEAP S/BLC - 750ML,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,WINE,99684,DANSK VIKING BLOOD - 750ML,14,Purchase order
2023,December,SALVETO IMPORTS LLC,WINE,10245,CRICOVA ORIGINAL WH - 750ML,165,Purchase order
2023,December,JIM BEAM BRANDS CO,LIQUOR,70749,SAUZA HORNITOS TEQ - BLACK BARREL - 750ML,8,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,7617,MICHELOB ULTRA 4/6 NR - 12OZ,1680,Purchase order
2023,December,THE OTHER SIDE LLC,BEER,17656,PARIAH FUN YUM 6/4 16OZ CANS,1,Purchase order
2023,December,DC BRAU BREWING LLC,BEER,69444,DC BRAU FULL TRANSPARENCY ORANGE CRUSH 2/12 CANS,9,Purchase order
2023,December,LUNEAU USA INC,WINE,363308,VILLA JAMIE P/GRIG - 750ML,2,Purchase order
2023,December,BACKUP BEVERAGE,BEER,17569,TRIPEL KARMELIET 6/4 NR,5,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,348961,SUR DE LOS ANDES MALB- 750ML,4,Purchase order
2023,December,QUINTESSENTIAL LLC,WINE,48702,FORREST SAUVIGNON BLANC 750ML,4,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,50407,PERNOD RICARD ANISE - 750ML,14,Purchase order
2023,December,CONSTELLATION BRANDS,WINE,346821,UNSHACKLED RED BLEND BY THE PRISONER 750ML,28,Purchase order
2023,December,TROEGS BREWING COMPANY,BEER,13719,TROEGS DOUBLE BLIZZARD OF HOPS 6/4 16OZ CANS,20,Purchase order
2023,December,E & J GALLO WINERY,WINE,83417,DARK HORSE CAL P/GRIG,30,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,30854,STELLA ARTOIS 2/12 CAN 11.2OZ,1512,Purchase order
2023,December,LUNEAU USA INC,WINE,63118,NICOLAS CAB - 750ML,1,Purchase order
2023,December,ANHEUSER BUSCH INC,NON-ALCOHOL,98167,BECKS N/A-NR  - 12OZ,336,Purchase order
2023,December,PUNTO VINO LLC,WINE,379510,STEINDORFER SCHEUREBE TROCKENBEERENAUSLESE - 375ML,2,Purchase order
2023,December,CONSTANTINE WINES INC,WINE,361752,DOM JOS MELLOT SANCERRE LA CHATELLENIE - 750M,3,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,68217,SANTINI SWEET MARSALA - 1L,49,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,193321,BARBOURSVILLE CHARD - 750ML,2,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,71493,CAFFO SAMBUCA SECOLARE - 750ML,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,354784,TERRANOBLE GRAN RES CARMENERE - 750ML,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,NON-ALCOHOL,377404,CLEAN CO CLEAN T TEQUILA ALT NA - 700ML,15,Purchase order
2023,December,MICHAEL R DOWNEY SELECTIONS INC,WINE,329948,CAMILLE BRAUN CREMANT D'ALSACE BRUT - 750ML,1,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,332894,CLOS FIGUERAS SERRAS DEL PRIORAT RED - 750ML,1,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,377454,XXL STRAWBERRY/GRAPES MOSCATO - 750ML,43,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,19992,CHARTREUSE GREEN 110P - 750ML,1,Purchase order
2023,December,JIM BEAM BRANDS CO,LIQUOR,70428,PINNACLE VODKA - 375ML,56,Purchase order
2023,December,STOLI GROUP (USA) LLC,LIQUOR,23671,STOLICHNAYA VODKA - VANILLA - 750ML,84,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,333392,GOLAN HEIGHTS MT HERMON MOSCATO - 750ML,1,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,323532,BETWEEN THE VINES P/NOIR - 750ML,3,Purchase order
2023,December,IMPERO WINE DISTRIBUTORS,WINE,379432,VOTIVA IRPINIA ROSSO TAURASINI - 750ML,2,Purchase order
2023,December,BOGLE VINEYARDS INC,WINE,175501,BOGLE CHARD - 750ML,112,Purchase order
2023,December,GRAPES OF SPAIN INC,WINE,317500,U MES U FAN CAVA BRUT - 750ML,4,Purchase order
2023,December,MHW LTD,LIQUOR,54941,FLOR DE CANA  CENT 18YR - 750ML,28,Purchase order
2023,December,NEW BELGIUM BREWING INC,BEER,66537,NEW BELGIUM VOODOO RANGER JUICY HAZE 2/12 CN,8,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,87718,PIPER SONOMA BRUT  V - 750ML,6,Purchase order
2023,December,INTERNATIONAL CELLARS LLC,WINE,377161,COMPOSTELAE ALBARINO - 750ML,2,Purchase order
2023,December,BACKUP BEVERAGE,BEER,347275,REKORDERLIG STRAWBERRY LIME CIDER - 11.2OZ CAN,8,Purchase order
2023,December,E & J GALLO WINERY,LIQUOR,70011,E AND J BRANDY XO - 1.75L,20,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,22179,LA CREMA SONOMA CHARD - 375ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,377908,EVELYNE BRUT RES BDB SPARK - 750ML,1,Purchase order
2023,December,FREE RUN WINE MERCHANTS LLC,WINE,312044,CANE & FABLE CAB - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,170142,INVIVO PINOT NOIR 750ML,1,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,307217,GATO NEGRO S/BLC               24714 - 750ML,2,Purchase order
2023,December,JOS VICTORI WINES,WINE,236188,CULITOS MOSCATO BLUE- 750ML,4,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,378316,LA LECCIAIA SYRAH TOSC - 750ML,1,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,311584,SANTERO MOSCATO RSE - 187ML,1,Purchase order
2023,December,IMPERO WINE DISTRIBUTORS,WINE,63438,ABBAZIA PINK MOSCATO 750ML,8,Purchase order
2023,December,E & J GALLO WINERY,WINE,82415,KORBEL SWEET ROSE CHAMPANGE - 750ML,40,Purchase order
2023,December,MICHAEL R DOWNEY SELECTIONS INC,WINE,345446,DOM CHAMFORT CDR RED - 750ML,11,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,238964,LITTLE BIG TOWN DAY DRINKING WATERMELON ROSE WINE SPRITZER - 375ML,3,Purchase order
2023,December,CITIZENS BREWING LLC,BEER,68673,DENIZENS THIRD PARTY 4/6 CANS,100,Purchase order
2023,December,SIERRA NEVADA BREWING CO,BEER,30985,SIERRA NEVADA DANK LITTLE THING IPA 4/6 CAN - 12OZ,250,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,302992,HAUT MONPLAISIR TRADITON - 750ML,4,Purchase order
2023,December,REMY COINTREAU USA,LIQUOR,38792,MOUNT GAY RUM - ECLIPSE - 750ML,28,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,310326,CH LASSEGUE LES CADRANS - 750ML,6,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,LIQUOR,32216,OLE SMOKY COCKTAIL MOUNTAIN MULE 6/4PK - 12OZ CAN,4,Purchase order
2023,December,BACKUP BEVERAGE,LIQUOR,17666,YOJU WHITE PEACH RTD 6/4 CANS,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,297117,3 FLOYDS ZOMBIE DUST 12/19.2OZ CANS,6,Purchase order
2023,December,FOUR ROSES DISTILLERY LLC,LIQUOR,306288,FOUR ROSES SINGLE BARREL 100P - 750ML,140,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,63610,NARRAGANSETT DEL'S SHANDY 2/12 CANS,2,Purchase order
2023,December,AMERICAN BEVERAGE MARKETERS,NON-ALCOHOL,297255,MASTER OF MIXES COCKTAIL ESSENTIALS RASPBERRY 375ML,16,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,46388,SEGHESIO SONOMA ZIN - 750ML,14,Purchase order
2023,December,VIN DIVINO LTD,LIQUOR,379265,FUNDADOR BRANDY SHERRY CASK - 750ML,1,Purchase order
2023,December,MICHAEL R DOWNEY SELECTIONS INC,WINE,238501,FRACCHIA SULIN VOULET ANTICHI GIOCHI PIEMONTESI ROSE - 750ML,2,Purchase order
2023,December,BACKUP BEVERAGE,BEER,62048,HOFBRAUHAUS FREISING HEFE 4/6 NR,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,83496,GALLO FAMILY VYDS CHARD - 1.5L,40,Purchase order
2023,December,SALVETO IMPORTS LLC,WINE,235772,FOXEN CHARD BLOCK UU BIEN NACIDO VYD - 750ML,1,Purchase order
2023,December,BACKUP BEVERAGE,KEG,246106,FAIRWINDS DEVILS SEA IPA 1/2 KEG,1,Purchase order
2023,December,ALLAGASH BREWING COMPANY,KEG,25826,ALLAGASH WHITE 1/6K,2,Purchase order
2023,December,SUTTER HOME WINERY INC,WINE,84255,SUTTER HOME S/BLC - 750ML,48,Purchase order
2023,December,ARTISANS & VINES LLC,WINE,331650,LIONHOUND WHITE - 750ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,122734,LA TERRE CHARD - 1.5L,4,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,349686,ERATH RESPLENDENT P/NOIR - 750ML,3,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,341891,FASCINO PROSECCO ORG - 750ML,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,377507,DRUMHELLER CHARD COLUMBIA VLY - 750ML,5,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,72826,LOS VASCOS CHARD - 750ML,2,Purchase order
2023,December,SFB BUCK LLC,KEG,17662,NEW TRAIL FROST HAZY IPA 1/6 KEG,2,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,LIQUOR,167736,PLUSH PLUM VODKA 750ML,5,Purchase order
2023,December,PUNTO VINO LLC,WINE,310353,IL BORRO ROSSO TOSCANO - 750ML,1,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,344329,CHATEAU DAVID BEAULIEU - 750ML,1,Purchase order
2023,December,HEINEKEN USA,BEER,30946,HEINEKEN SILVER 4/6 NR,84,Purchase order
2023,December,FETZER VINEYARDS,WINE,74039,CYT FRONTERA MER - 1.5L,160,Purchase order
2023,December,PERNOD RICARD USA LLC,WINE,48207,CAMPO VIEJO TEMP - 750ML,42,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,168188,BELLE DE BRILLET PEAR LIQ 700ML,1,Purchase order
2023,December,LUNEAU USA INC,WINE,14777,CHATEAU DE GOELANE BORDEAUX SUPERIEUR 750ML,6,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,236248,KIWI GOLD S/BLC - 750ML,1,Purchase order
2023,December,IMPERO WINE DISTRIBUTORS,WINE,68488,CANTINA DEL TORCC BAROLO 750ML,2,Purchase order
2023,December,ROYAL WINE CORP,WINE,340492,TEPERBERG RED MOSCATO - 750ML,2,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,24139,FROGS LEAP CAB - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,BEER,168053,GINGA KOGEN 350ML CAN,1,Purchase order
2023,December,FANTASMA LLC,WINE,170290,LAS JARAS GLOU GLOU 750ML,1,Purchase order
2023,December,PIPE CREEK WINES LLC,WINE,344989,PARADOSSO VENETO P/G 750,7,Purchase order
2023,December,FREDERICK WILDMAN & SONS,WINE,63070,CH SAINT SULPICE ROUGE - 750ML,28,Purchase order
2023,December,PERNOD RICARD USA LLC,LIQUOR,36056,ABSOLUT VODKA - 80 PROOF - 750ML,77,Purchase order
2023,December,HRI LLC,BEER,41967,THE VEIL HALCYON4 WITBIER 6/4PK - 16OZ CN,2,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,373020,FABLE ROOTS RED BLEND - 750ML,2,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,240551,NEW RIFF KENTUCKY WILD GIN - 750ML,3,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,166510,FIT VINE CALIFORNIA CAB - 750ML,1,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,LIQUOR,77060,MAESTRO DOBEL SILVER TEQUILA - 750ML,6,Purchase order
2023,December,E & J GALLO WINERY,WINE,84050,MANISCHEWITZ CONCORD GRAPE - 750ML,56,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,87645,R MONDAVI NAPA CAB - 750ML,13,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,312498,BUTTERNUT CHARD - 750ML,7,Purchase order
2023,December,MHW LTD,WINE,18765,THE HUNTING LODGE EXPRESSION SAUVIGNON BLANC 750ML,9,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,43991,FAMILIA ZUCCARDI Q MAL - 750ML,10,Purchase order
2023,December,INTERBALT PRODUCTS CORP,WINE,357216,CARICA MILICA - 750ML,1,Purchase order
2023,December,INTERBALT PRODUCTS CORP,BEER,64500,ZYWIEC 1856 LAGER 6/4 500ML CAN,1,Purchase order
