year,month,vendor,categories,item,description,qty,source_type
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,237840,LEVIATHAN RED - 750ML,7,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,306843,KUROSAWA JUNMAI KIMOTO - 720ML,2,Purchase order
2023,December,NEW BELGIUM BREWING INC,BEER,69807,NEW BELGIUM VOODOO RANGER IPA 2/12 CANS,2,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,181064,OXFORD LANDING MER - 750ML,2,Purchase order
2023,December,SOUTHERN GLAZERS WINE AND SPIRITS,WINE,303385,VOGA MOSCATO - 750ML,1,Purchase order
2023,December,BACKUP BEVERAGE,KEG,63444,POTTERS CHERRY VANILLA 1/6 KEG,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,312924,HEINZ EIFEL EISWEIN - 375ML,1,Purchase order
2023,December,E & J GALLO WINERY,WINE,297015,STARBOROUGH STARLITE S/BLC  - 750ML,4,Purchase order
2023,December,RVWC LLC,WINE,327771,ABBAZIA DI NOVACELLA KERNER - 750ML,1,Purchase order
2023,December,CAMPARI AMERICA LLC,LIQUOR,44431,APEROL 6/CS - 750ML,224,Purchase order
2023,December,BACARDI USA INC,LIQUOR,38067,BACARDI RUM GOLD - 50ML,16,Purchase order
2023,December,E & J GALLO WINERY,WINE,242174,LIBERTY CREEK ROSE -1.5L,1,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,241228,HAKUTSURU DRAFT SAKE 20CS - 300ML,2,Purchase order
2023,December,WILLIAM GRANT AND SONS INC,LIQUOR,16533,BATCH & BOTTLE GLENFIDDICH SCOTCH MANH RTD 375ML,1,Purchase order
2023,December,FREDERICK WILDMAN & SONS,WINE,71161,RIUNITE LAMBRUSCO - 3L,36,Purchase order
2023,December,JIM BEAM BRANDS CO,LIQUOR,18495,HORNITOS ANEJO 750ML,1,Purchase order
2023,December,DOPS INC,KEG,2216,CHIMAY WHITE TRIPLE 1/6 KEG,4,Purchase order
2023,December,RM2 CONSULTING INC,WINE,359888,IRONSIDE NAPA CABERNET SAUVIGNON - 750ML,13,Purchase order
2023,December,VICTORY BREWING COMPANY LLC,BEER,60540,VICTORY KICK BACK 1/15PK CANS,50,Purchase order
2023,December,NORTH LOCK LLC DBA PORT CITY BREWING CO,BEER,26556,PORT CITY DOWNRIGHT PILSNER 4/6 12OZ,3,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,348288,BOORDY LANDMARK SOUTH MOUNTAIN RED - 750ML,1,Purchase order
2023,December,ANHEUSER BUSCH INC,BEER,23357,KONA LONGBOARD 4/6 NR - 12OZ,112,Purchase order
2023,December,E & J GALLO WINERY,WINE,44493,ORIN SWIFT PAPILLON - 750ML,22,Purchase order
2023,December,HRI LLC,BEER,41965,THE VEIL HALCYON3 SOUR DIPA 6/4PK - 16OZ CN,2,Purchase order
2023,December,LUNEAU USA INC,WINE,308919,CH TOUR PRIGNAC MEDOC - 750ML,1,Purchase order
2023,December,CITIZENS BREWING LLC,KEG,16783,DENIZENS COOL BREEZE OATMEAL STOUT 1/6 KEG,5,Purchase order
2023,December,QUINTESSENTIAL LLC,WINE,319144,TROPICAL MOSCATO  PASSION FRUIT 750ML,5,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,302782,CH DU CEDRE CAHORS - 750ML,2,Purchase order
2023,December,DC BRAU BREWING LLC,KEG,26699,DC BRAU EL HEFE GERMAN STYLE 1/6K,1,Purchase order
2023,December,CHESAPEAKE DISTRIBUTING LLC,BEER,42831,AUSTIN BLOOD ORANGE - 12/19.2OZ CAN,2,Purchase order
2023,December,NORTH LOCK LLC DBA PORT CITY BREWING CO,BEER,10818,PORT CITY OPTIMAL WIT 6/4 16OZ CAN,2,Purchase order
2023,December,DIAGEO NORTH AMERICA INC,LIQUOR,70894,SMIRNOFF VODKA - RED WHITE AND BERRY -750ML,2,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,WINE,239424,VINEDOS RAUL PEREZ ULTREIA ST JACQUES - 750ML,2,Purchase order
2023,December,CONSTANTINE WINES INC,WINE,132713,LUCIGNANO COLLI FIORNETINI CHN - 750ML,1,Purchase order
2023,December,IMPERO WINE DISTRIBUTORS,WINE,62890,VILLA LOREN AMARONE 750ML,3,Purchase order
2023,December,KYSELA PERE ET FILS LTD,WINE,341965,EL CORTIJILLO TEMP LA MANCHA - 1.5L,2,Purchase order
2023,December,SAN ANTONIO WINERY INC,NON-ALCOHOL,336266,STELLA ROSA PEACH NA - 750ML,2,Purchase order
2023,December,MILLER BREWING COMPANY,KEG,95460,COORS LT 1/2K,36,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,193615,OZEKI DRY SAKE 24/C - 180ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,303111,PAUL HOBBS FELINO MAL - 750ML,7,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,170200,CHORYO SAWA SAWA SPARKLING SAKE 250ML,1,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,353468,LALUCA VALDOBBIADENE PROSECCO - 750ML,1,Purchase order
2023,December,MARK ANTHONY BRANDS INC,BEER,12102,WHITE CLAW HARD LIME SELTZER 4/6 12OZ CANS,312,Purchase order
2023,December,SUTTER HOME WINERY INC,WINE,297507,SUTTER HOME FRUIT INFUSION STRAWBERRY BLOOD ORANGE - 24/187ML 4PK,3,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,349762,FOLLY OF THE BEAST PINOT NOIR - 750ML,1,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,137553,DOM NOUVELLES ROSE D'ANJOU - 750ML,1,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,121134,CHARLES DE FERE RES BDB - 750ML,4,Purchase order
2023,December,PRESTIGE BEVERAGE GROUP OF MD LLC,LIQUOR,44296,JOHN D TAYLORS VELVET FALERNUM - 750ML,1,Purchase order
2023,December,FOUR ROSES DISTILLERY LLC,LIQUOR,238109,FOUR ROSES SMALL BATCH SELECT 104P BOURB - 750ML,32,Purchase order
2023,December,MONSIEUR TOUTON SELECTION,WINE,433795,TIERRUCA P/NOIR - 750ML,1,Purchase order
2023,December,BANVILLE & JONES WINE MERCHANTS,WINE,237318,LA CAPRANERA FIANO WHITE - 750ML,1,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,349970,AUSPICION SAUVIGNON BLANC - 750ML,1,Purchase order
2023,December,CONSTANTINE WINES INC,WINE,379305,SEANCE CHARDONNAY 2021 - 750ML,6,Purchase order
2023,December,BACKUP BEVERAGE,NON-ALCOHOL,244828,LAKEFRONT EXTENDED PLAY NA 4/6 CANS,4,Purchase order
2023,December,PUNTO VINO LLC,WINE,313474,CA BEA DEL MANIERO - 750ML,3,Purchase order
2023,December,ROYAL WINE CORP,WINE,112526,BARKAN RESERVE CHARD - 750ML,2,Purchase order
2023,December,E & J GALLO WINERY,WINE,166267,LOCATIONS CA RED CALIFORNIA - 750ML,2,Purchase order
2023,December,PARALLEL WORLD BREWING COMPANY,BEER,16855,SILVER BRANCH DR. JUICY 4/6 CANS,42,Purchase order
2023,December,BROWN-FORMAN BEVERAGES WORLDWIDE,LIQUOR,73908,DIPLOMATICO RUM - PLANAS - 750ML,14,Purchase order
2023,December,DMV DISTRIBUTING LLC,WINE,242175,CASA SANTOS LAB VINHO VERDE ROSE - 750ML,2,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,422118,JAM JAR SWEET SHZ - 750ML,42,Purchase order
2023,December,SURVILLE ENTERPRISES CORP,WINE,81321,B&G BISTRO P/NOIR - 750ML,3,Purchase order
2023,December,ARTISANS & VINES LLC,WINE,347451,PACHECO MONASTRELL SYR 15 - 750ML,1,Purchase order
2023,December,AMERICAN BEVERAGE MARKETERS,NON-ALCOHOL,297259,MASTER OF MIXES COCKTAIL ESSENTIALS PEACH 375ML,8,Purchase order
2023,December,REPUBLIC NATIONAL DISTRIBUTING CO,WINE,310029,ZONIN PROSECCO - 750ML,1,Purchase order
2023,December,FANTASMA LLC,WINE,170332,AUDREY PILOGRET SAUVIGNON O 750ML,2,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,244152,OVERTURE BY OPUS ONE - 750ML,10,Purchase order
2023,December,DIONYSOS IMPORTS INC,WINE,312997,SAN MARTINO P/GRIG - 750ML,5,Purchase order
2023,December,VIGNOBLES LVDH USA INC,WINE,377146,MAMAPOMEGRANATE SPARK MOSCATO - 750ML,1,Purchase order
2023,December,BARON FRANCOIS LTD,WINE,63142,DOM PEUCH COCUT CAB - 750ML,1,Purchase order
2023,December,ROYAL WINE CORP,WINE,14036,BARKAN CLASSIC CHARD - 750ML,14,Purchase order
2023,December,OPICI FAMILY DISTRIBUTING OF MD,WINE,317271,CA MOMI ROSSO DI NAPA - 750ML,1,Purchase order
2023,December,"THE COUNTRY VINTNER, LLC DBA WINEBOW",WINE,170341,BINDI SERGARDI IGT TOSCANA ACHILLE 750ML,2,Purchase order
2023,December,LANTERNA DISTRIBUTORS INC,WINE,402150,ROBERTSON CH/BLC - 750ML,1,Purchase order
2023,December,RELIABLE CHURCHILL LLLP,WINE,297893,OZEKI SAKE NIGORI PINEAPPLE 300ML,1,Purchase order
2023,December,RM2 CONSULTING INC,WINE,170048,90+ CELLARS LOT 197 PROSECCO ROSE 8/3PK- 187ML,4,Purchase order
2023,December,IMPERO WINE DISTRIBUTORS,WINE,13618,BROCCARDO LANGHE NEBBIOLO 750ML,7,Purchase order
2023,December,ELITE WINES IMPORTS,WINE,237092,PARTRIDGE VINA LAS PERDICES CHARD - 750ML,1,Purchase order
